class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-color,has-ring,ring-type,habitat,season
e,0.9667672592411092,b,g,w,f,e,c,p,3.5833195545386167,2.8279677390875384,w,f,f,g,s
p,7.19997070903654,f,s,o,f,d,c,o,4.980968452135729,13.031566107219128,y,f,f,m,u
e,9.708556896097868,x,y,y,f,a,c,n,6.599782931013031,32.64880254121131,w,t,r,d,u
e,3.2942905694950553,x,y,l,f,s,c,w,4.962774386138693,3.838873428186033,n,t,e,m,a
p,0.7836103938598084,x,g,n,f,a,d,w,5.151835030502836,1.4427766432575184,n,f,f,g,u
p,7.787390000857097,x,s,n,t,p,c,y,7.360799341997033,34.36424209797333,y,f,f,d,a
p,5.434924584839699,x,s,n,f,a,c,n,6.872677665186717,7.642152506629769,y,t,z,d,a
e,13.064853137051747,x,t,n,t,d,c,n,11.44268107586098,37.5512235424686,w,f,f,d,a
e,7.316195389941954,x,y,n,f,e,c,n,5.217151274688286,13.848913484457393,w,t,l,w,a
e,9.192765211064941,o,l,n,f,p,c,y,4.112033083687426,58.219562665703876,n,f,f,d,u
e,7.426254315075426,x,t,e,t,p,c,y,5.307074778871594,14.163918429581281,n,t,f,d,u
e,4.756446506893749,x,l,y,f,x,c,w,6.763403942800059,8.533616597511003,y,f,f,d,u
p,7.176029474369233,x,i,l,f,e,c,w,6.693167659847912,11.243423424603272,w,f,r,w,u
p,6.2427121021069265,x,t,r,t,a,c,n,11.280934255807505,18.649675058398433,w,t,l,d,a
e,0.9080106796998013,s,t,n,f,a,c,p,5.837889782820827,2.950179138301515,w,f,f,d,u
p,9.511413741315739,f,y,n,f,s,c,y,8.588419207367952,19.669659523940247,n,f,f,d,a
p,5.895550572464097,x,h,o,f,e,c,w,5.530714880554767,11.62615901259224,w,t,g,d,u
p,4.693911603241569,x,y,n,f,a,c,y,8.317149370954333,14.651975680917747,o,t,z,d,u
p,13.592653783528615,x,d,o,f,d,c,o,2.605896455520785,4.983717119891597,o,f,f,m,w
e,7.352592010023754,x,y,n,f,a,c,w,5.989759641621505,15.059594927288241,n,t,r,h,a
p,7.852839533334782,x,y,n,f,s,c,y,4.791689800483265,13.844057019024149,n,f,f,d,a
e,11.634289852713318,p,y,w,f,a,c,w,25.979444762661448,34.735037956712944,n,t,m,m,a
p,1.237443659490642,f,w,g,f,a,c,k,9.660639949947697,1.6853128560171435,w,f,f,d,u
p,2.3425771491362175,x,g,e,f,d,c,y,3.8142356734640375,9.785370771537108,y,f,f,d,a
p,5.701927805105275,x,y,n,f,x,c,y,8.251154479598213,6.987314371196528,n,f,f,h,a
p,1.7041534910617864,f,y,n,f,a,c,g,4.892368489009247,6.409830721684857,o,f,f,m,a
e,15.45092602884299,f,t,r,f,d,c,w,5.312049670371614,27.780121671544123,w,t,g,d,a
e,12.994261334738372,x,g,n,f,d,c,p,4.421471109130988,15.299768594413317,w,f,f,d,w
p,2.431537169603362,c,t,n,f,a,c,g,5.810182438573905,4.3647921773142535,u,f,f,d,a
e,8.024327450217909,x,h,n,f,s,c,y,4.00534431397257,30.64327502699267,g,f,f,d,u
p,4.187176597751283,o,s,y,f,f,f,f,0.020568892249635387,2.7708651207250514,f,f,f,d,u
p,1.2343029024296497,x,g,n,f,a,c,n,4.6191697269921885,2.8460503989988473,n,f,f,m,u
p,11.396432690950686,x,t,n,f,e,c,w,4.491125511973727,16.8778773378564,w,t,e,d,a
p,3.0874526317582793,f,w,u,f,a,c,g,5.36308400709007,5.444136241851418,u,f,f,l,u
p,1.0326155255693106,b,g,o,f,a,c,g,2.5557887207015164,1.840227507418719,w,f,f,m,u
p,1.137978744283002,x,s,w,f,a,c,k,1.908552520394025,8.02014101787584,n,f,f,g,u
e,3.2985613729315535,x,y,n,f,e,c,p,5.915583434539254,4.631287259041262,w,t,r,d,s
p,3.006336904493491,o,s,w,f,a,c,w,0.170460850520903,0.9700796977207848,f,t,f,d,u
p,5.846992422246811,x,l,n,t,s,d,p,9.172987382981606,6.8540928910389445,n,f,f,l,a
p,0.8608191369915459,c,i,n,f,a,c,p,6.254107454755294,3.0061548505028104,w,f,f,p,u
e,8.03990276520767,x,t,y,f,p,c,y,5.419695168528789,11.02732704934895,y,f,f,d,a
p,14.078815815768142,x,t,n,t,e,c,w,11.65223302133143,19.89855358758879,w,t,g,d,u
e,3.129476213736231,x,i,e,f,a,c,e,5.144693392584451,5.074468138831838,e,f,f,d,u
e,8.802248613062167,x,h,e,f,s,d,n,7.607605757253435,6.541340073822506,g,f,f,d,w
p,2.868316894537447,b,y,n,f,x,c,w,6.38742323089428,3.641550176609364,n,f,f,l,a
e,8.967768408014887,x,s,y,f,s,d,w,5.2656541650954685,27.247743041830486,w,f,f,d,a
e,8.547722536038703,x,s,n,f,x,d,n,7.431529683476644,12.290337600498454,n,f,f,d,s
p,7.484780140170638,b,t,g,f,a,c,w,11.279299874839413,11.442747140717556,w,t,e,d,a
p,3.466252545119486,o,l,n,f,f,f,f,-0.10189964107006066,1.1105652739937326,f,f,f,d,u
e,7.026542443214584,x,d,l,f,e,c,r,6.459159193056464,14.592739199262235,l,f,f,d,a
p,18.447702545644145,x,t,n,t,d,c,w,10.248955180866616,32.504962086677736,n,f,f,d,a
e,2.596695794896054,x,i,n,f,a,c,e,3.354974177413774,6.617323056948404,n,f,f,h,a
p,3.381038327148933,b,k,n,f,s,d,y,3.3254355395819797,6.321166482019924,u,f,f,d,w
e,4.153188668873425,o,l,g,f,f,f,f,4.987726042254428,65.38020946831931,n,f,f,d,w
p,5.802810956959801,x,t,n,t,p,c,n,5.577458563301484,14.949851449796844,n,f,f,d,a
p,2.4930161280036565,x,s,e,f,a,c,n,3.3826615361142114,4.799690901267056,n,t,z,d,a
e,3.7558565013508987,f,l,n,f,f,f,f,6.24912950607796,2.8337298767863452,n,f,f,l,u
e,7.193160349806942,f,t,o,f,a,c,y,6.455963943738285,11.394260634121878,o,f,f,d,u
e,2.214423106663072,x,y,n,f,a,c,g,4.4548916724282694,2.8526106478043878,n,f,f,d,u
e,7.544265413599999,f,y,n,f,e,c,w,5.295501556398985,12.265902304563491,w,t,l,w,u
e,8.905264488396988,x,s,n,f,e,c,w,5.615087479017295,13.35950824141435,w,t,r,d,a
p,8.594746594089063,s,t,e,f,f,f,f,5.3866290341599266,26.7873165068061,n,f,f,d,w
p,7.205252311786438,f,y,w,f,e,c,w,16.362806442929863,14.943836099156464,w,t,e,d,a
e,6.899074710650635,s,d,n,t,d,c,o,6.397921539463308,6.650710727636186,y,f,f,m,a
p,19.643927870273036,x,s,w,t,d,c,w,11.884088214583961,37.17207397043929,w,f,f,m,a
e,8.800392801655363,p,y,w,f,a,c,w,18.494416368104286,28.665936741719406,y,t,m,d,u
e,4.924388194784731,x,h,n,f,x,c,w,5.841472901440202,6.194499512739493,w,f,f,d,u
e,6.988284770863544,x,t,w,f,x,c,w,6.257509421355372,16.154204535022416,w,f,f,d,s
p,3.6328765743858695,f,t,u,f,x,c,w,5.04675229237447,6.529506466013952,w,f,f,d,a
e,3.8553995792074325,x,g,w,t,e,c,w,7.030007315816077,13.772415731319585,w,f,f,l,a
p,1.6971528293363491,x,t,n,f,d,d,n,5.062490820590251,4.221840609003312,w,f,f,d,a
e,3.0448584358821074,s,t,u,f,s,c,b,4.68087422906166,16.731115712018617,b,f,f,d,w
p,7.4170933176022045,o,s,r,f,s,c,n,5.889511598370312,27.140350717864035,n,t,f,d,u
p,2.8266890320707967,o,l,n,f,x,c,n,4.453743338436521,-0.9604389400811857,n,f,f,d,a
p,4.1840489904470175,s,w,y,f,f,f,f,3.864586318152247,13.05747046745432,y,f,f,d,u
p,7.945868775641963,o,t,n,f,p,c,n,7.158732176186758,25.32330437945878,n,f,f,d,u
p,4.317772040528065,c,t,r,f,a,c,r,5.629657128950706,13.427067231501717,g,f,f,d,a
p,6.524036979865178,f,t,e,f,x,c,y,4.81094857868012,23.745944964675264,u,f,f,d,a
e,3.2636877622792633,b,t,n,f,a,c,w,5.168331975033356,4.387787103490943,o,f,f,d,a
e,15.934480072189984,x,t,n,f,e,c,w,6.811018269303081,19.19774262259004,w,t,g,d,a
p,6.00538733581796,s,d,e,t,d,c,w,6.2430136313812215,9.211100649453261,e,f,f,d,a
p,0.8615460777949803,x,g,n,f,a,c,n,3.772371156543713,-0.08336450939075224,o,f,f,g,u
e,7.942510299470754,x,h,o,f,e,c,o,6.569223279520221,20.164804136658258,y,t,r,d,u
p,3.2389491955966685,f,k,n,f,s,d,g,2.7182369829076674,4.289484108234874,u,f,f,d,u
e,12.379283297548902,p,y,n,f,a,c,w,28.81915121215343,26.09948877940985,n,t,m,m,u
e,8.469839927624552,c,t,n,f,f,c,f,5.645358414202177,17.824772449627183,n,f,f,d,a
e,9.369520551520349,x,t,n,t,p,c,y,5.7697177589383415,19.302623997993223,y,f,f,d,u
p,6.34392830508646,o,t,w,f,a,c,w,3.8293732576543116,29.042019004229935,w,f,f,p,u
e,3.392953535986943,x,i,y,f,a,c,p,6.432021302506359,12.095156505081809,w,f,f,d,a
p,4.90241157381861,x,e,n,f,a,c,g,5.7158870125527415,2.277410334158239,w,f,f,g,a
p,2.215259611539082,c,g,y,f,x,c,y,6.884719378506117,7.420571665392398,k,f,f,d,u
p,5.343462044710497,s,k,w,t,d,c,w,5.488291715573137,7.843913980341236,w,f,f,d,s
e,10.445039682424293,x,t,y,f,a,c,o,6.5225539133223265,30.322823220227477,w,f,f,d,u
e,22.55245205572327,x,k,w,f,a,d,w,5.643674364765888,29.235503273667504,w,f,f,d,s
e,8.84003453340275,f,t,g,f,e,c,w,17.337665818994616,14.976114048521023,w,t,g,d,a
e,5.691006430662071,x,t,n,t,p,c,f,7.54223953201789,17.68231819568368,n,f,f,d,u
e,3.5566925172552146,x,t,n,f,a,d,k,7.9291743623158215,6.345269210892309,w,f,f,d,u
p,3.1171166032065467,x,i,b,f,a,c,r,4.579910868797886,5.362228817103823,r,f,f,m,a
p,7.598923152804478,s,t,o,f,d,c,o,3.9832130131833363,6.471947286686823,w,f,f,d,a
p,2.4542309517496923,x,d,o,f,a,c,y,4.558945321797275,4.441300414173203,y,f,f,m,a
p,2.9522701092576313,x,t,o,f,a,c,y,3.274558784277694,2.0514198863004824,y,f,f,g,a
p,44.488816879723124,o,y,y,f,p,c,y,6.531009326320143,35.431375939449154,k,f,f,d,w
p,21.031939670912937,s,t,o,t,d,d,o,6.439697944771782,35.08218376795254,w,f,f,d,u
p,1.2554486825126225,x,y,n,f,a,c,n,5.672972220963315,2.546795471203935,n,f,f,h,u
p,7.26849502479075,f,t,r,f,s,c,y,5.243001494165795,15.385693660376509,w,f,f,d,a
p,0.6219675805478574,c,t,u,f,f,f,f,2.7336632073217872,5.677658342892812,u,f,f,p,u
p,2.076421940514198,x,d,e,f,p,c,e,4.398082640757706,4.898279508206682,e,f,f,g,a
e,9.397183794268955,x,t,g,t,e,c,g,8.355306505463739,19.667055223743795,w,t,l,d,a
p,4.38984043923538,o,s,n,f,f,f,f,0.4162371788488949,-0.1349258503789459,f,t,f,d,w
p,22.891529333307,s,d,w,t,d,c,n,3.8792546598341637,13.966837955095812,n,f,f,d,a
e,8.829852165195849,f,t,n,f,s,c,y,6.034525287348878,13.985449362322848,n,f,f,d,a
e,1.432044846505208,s,t,n,f,f,f,f,3.42796214499402,1.5126520882216974,y,f,f,l,u
e,15.887173253700482,x,e,y,t,p,c,g,8.585422274968037,43.968719424528935,w,f,f,d,u
e,2.809397219927197,f,t,e,f,d,d,w,5.2026821951400555,12.62216225495517,w,f,f,d,a
e,8.389443954089742,p,d,w,f,p,c,w,16.586863678120555,16.126519895034956,w,t,e,g,u
p,7.975919701598818,f,t,n,f,x,c,y,4.624495171077049,17.975896930382085,k,f,f,d,u
p,3.319308508253396,b,g,w,f,a,c,g,13.240084715892074,3.9744745598250413,w,f,f,g,u
p,2.5106110652463323,c,s,y,f,f,f,f,3.574538486537408,2.2773589107748475,y,f,f,d,u
p,6.027872656719481,x,t,y,f,p,d,y,5.294413316440278,14.583619276545218,n,f,f,d,a
p,8.310477050692853,x,t,y,f,d,d,y,5.251318737553176,25.16402416843045,w,f,f,d,a
p,3.4964397439266612,f,i,b,f,a,c,p,5.510553652816113,2.788914941912299,y,f,f,l,a
p,2.841156370383102,s,t,r,t,d,c,p,4.24624900936595,4.826551090111002,r,f,f,d,u
p,4.81063633215356,x,g,e,f,a,c,w,15.605287913728745,7.086456024147035,e,f,f,d,a
p,8.285183233133244,x,h,r,f,x,c,w,7.129010198283595,5.499895109346225,n,t,p,d,u
p,3.21443152587464,f,d,w,f,a,c,w,4.208182931437051,2.807591922528034,w,f,f,g,u
p,1.136834985066544,b,k,n,f,a,c,n,5.0296110991437,3.389490461995961,n,f,f,l,u
e,7.147184160088327,f,s,w,f,x,d,w,3.9524101114864894,13.723465502432441,w,f,f,d,u
e,6.477286118901157,f,w,y,f,a,c,r,5.228907615315866,17.10875389656451,y,f,f,d,a
p,7.104251724551985,x,t,e,f,a,c,n,8.804700836336472,9.769552735619108,w,t,z,d,w
e,4.632837628872138,x,t,w,f,a,c,w,5.990033113067681,11.748609876870443,w,f,f,d,s
e,3.2366445448785868,x,h,e,f,x,c,n,4.652464216422241,6.007347838310114,n,f,f,m,u
p,5.636971026108657,s,w,g,f,s,c,g,5.837232853181945,25.596661444016355,u,f,f,d,a
e,16.405498191294793,x,e,y,t,p,c,y,7.731959187855794,39.22918638749029,y,f,f,d,a
e,8.78955992846634,p,g,n,f,p,c,y,15.284452856848578,15.353725329634267,w,t,p,d,u
e,3.0863770351655146,x,g,w,f,a,c,w,9.306906649624791,9.450168689492532,w,f,f,d,a
e,7.866159871830125,o,t,n,f,f,f,f,4.916618703886181,15.042249811596065,n,f,f,d,a
p,2.3754202161948426,o,s,w,f,f,f,f,0.08075883922948464,-2.052423652504717,f,t,f,l,s
p,3.4701539832503085,x,s,o,f,d,d,y,6.601783257956037,5.2378376245378675,o,t,f,m,a
p,6.6474163582567565,f,t,b,f,x,c,w,5.910187478192859,7.669133948480946,n,f,f,d,a
p,11.365508752616662,x,d,w,f,d,c,w,8.248339057699102,30.424693730045796,w,f,f,d,u
e,6.996803374316838,x,s,n,f,a,c,n,5.191376807593017,14.484888935319926,w,f,f,d,u
p,4.8319080393261675,x,t,y,f,a,d,r,4.457052160670328,12.396790704051227,y,f,f,d,u
e,3.1409525634932667,f,h,n,f,s,c,n,4.4018557257723625,5.770704196284071,n,f,f,d,u
p,2.5260031039085007,x,y,n,f,a,c,p,6.866537087317558,11.582664379651266,n,f,f,h,a
p,2.647668874459527,x,t,o,f,a,c,o,1.857316740706364,4.06954874184122,o,f,f,h,u
p,7.3566687753408795,x,h,k,f,a,d,w,6.611587713828619,16.604145117978447,g,f,f,d,w
e,8.066245542401031,s,t,k,f,f,f,b,6.552451040715853,31.80030644333543,g,f,f,d,a
e,6.385393404391883,s,y,e,f,d,c,b,5.940658323316897,17.56433731161657,n,f,f,h,a
e,4.774761827727681,f,h,k,f,s,d,g,3.1981877647782944,13.609618223697513,g,f,f,d,a
e,8.13680730860067,x,d,n,t,p,c,n,4.260184430889874,13.503356077933727,n,f,f,d,u
e,8.739700186792884,o,s,y,f,f,f,f,5.036182519616969,61.56911855745145,n,f,f,d,u
p,2.207291582314265,b,t,n,f,s,c,g,6.2147448809893024,4.271002805912852,u,f,f,g,u
p,4.140449268144557,o,t,w,f,f,f,f,4.529415187065402,24.21065778644261,y,f,f,d,u
p,7.434796873485158,b,k,w,f,s,c,g,4.969424312086967,13.159026653509523,w,t,f,d,s
p,4.630542636291467,s,l,n,t,d,c,w,5.298509216559613,9.576563723410485,p,f,f,d,a
e,8.203403889935663,f,t,b,f,a,c,w,5.1880224740427545,18.85648318532491,w,f,f,d,a
e,8.65525838391629,s,t,u,t,s,c,b,5.3464555975859485,23.922904970298717,u,f,f,d,a
p,2.6754738948129475,x,t,w,t,d,c,r,5.223562617783856,5.362587891658834,n,f,f,l,u
e,10.4275492652336,f,t,y,f,x,c,w,9.46376956110819,18.096345909252495,n,f,f,d,a
e,9.528292086874108,x,t,n,t,p,c,n,8.84459678047351,20.86794888675808,y,t,f,d,u
p,7.3019522496170435,x,h,r,f,a,c,w,10.267724229185262,12.828175441102298,n,t,p,d,a
p,6.2315818107430285,f,w,u,f,s,c,y,4.505990774712591,9.10688072672791,n,f,f,d,w
e,7.783374387756635,x,h,o,f,a,d,n,5.909134221359019,7.272797583969853,n,f,f,d,w
e,3.629980583642279,x,w,y,f,a,c,w,4.216205728641619,7.390392022721125,n,f,f,d,u
e,9.86129851635513,f,g,g,f,e,c,w,6.929429604845887,20.768164265983067,w,t,g,d,a
e,9.186023599146756,x,s,o,f,a,d,e,5.900724705154628,18.4247271597695,o,f,f,d,w
e,8.435153208844744,f,s,n,f,e,c,w,7.590440148874081,17.492388400324103,y,t,r,d,u
e,6.040919270227528,f,e,b,f,d,c,b,5.001082905079759,18.70465805720314,n,f,f,d,a
p,5.225063838780551,x,y,n,f,e,c,w,6.017300089243867,3.828866686350261,n,t,f,d,a
e,8.344306304132669,x,t,y,f,p,c,y,6.295624900908851,30.810561204639868,y,f,f,d,u
p,1.9687324972139817,x,t,o,f,d,c,o,4.066934345351211,2.790081464275197,y,f,f,d,a
e,10.063971176498654,x,e,w,f,a,c,w,6.6998010717853,29.92205199202019,n,f,f,d,a
p,3.1347705859927517,c,t,y,f,a,c,y,5.282350690501223,6.772242596417657,y,f,f,d,u
e,6.503154025859618,x,t,y,f,e,c,y,6.405041820121232,14.493837872529795,n,t,f,d,a
e,9.822480326106012,f,y,g,f,e,c,w,5.34845145554467,12.954584280246888,w,t,l,d,a
p,3.231965280898576,b,t,n,f,a,c,u,4.301202226994867,4.242200396446904,w,t,f,m,a
p,1.122008746206029,f,i,n,f,a,c,k,6.225114616756426,4.11420800314432,n,f,f,g,w
p,6.560519834593608,p,s,n,f,a,c,k,12.226915187821707,5.553058624352616,w,t,z,g,u
e,10.888690690421111,f,y,w,f,a,c,w,22.266684475672143,35.005130959500676,n,t,m,m,u
e,7.182001293837288,f,t,g,f,x,c,w,10.335040103567778,16.944120230564106,w,f,f,d,u
p,4.994659087340819,o,s,w,f,f,f,f,0.02915002950547463,28.113182706875385,f,t,f,d,u
p,9.82298965698977,x,h,n,f,s,d,u,6.492659462890927,14.021661841751019,g,f,f,d,a
p,3.0045255403631144,s,w,e,f,x,c,w,3.745783529214891,8.208776322966436,e,f,f,d,a
p,10.092714674427667,f,w,p,f,x,c,p,7.629633722683255,8.026104236107512,p,f,f,d,w
p,2.379002000761737,x,i,n,f,a,c,k,7.141351737831514,0.2027520886473848,w,f,f,g,u
p,6.0197942653366745,x,w,n,t,s,c,p,5.659539673093595,23.33643075180465,u,f,f,l,u
e,5.3114460090960645,x,y,n,f,e,c,p,4.710518204072457,14.104475996297898,w,t,l,w,a
e,5.937173334929212,x,t,n,f,a,c,w,5.167875453342063,13.470110745919653,n,f,f,d,w
p,0.9174288512456354,b,i,w,f,a,c,p,3.190322221775975,0.049372137828390894,w,f,f,d,u
e,7.029760510355929,x,e,l,f,a,c,w,13.814557866200632,9.428394713274933,w,f,f,d,u
e,13.057138991543853,x,s,g,f,e,c,g,12.73553205850323,21.19320926130084,w,f,f,m,u
p,2.305455962655317,o,l,n,f,f,f,f,-0.03188598328406659,1.7966390435422124,f,f,f,l,u
p,3.6235316238117017,x,i,n,f,a,c,p,7.051935622216732,3.749261424568122,n,t,f,g,u
p,9.740816777119507,x,e,n,t,p,c,e,10.347888767057682,35.49577166837916,n,f,f,d,a
p,5.971270234382674,s,k,n,f,d,c,n,4.316795827832281,8.694133277970455,w,f,f,d,u
p,6.875172897003875,x,s,e,t,d,c,n,7.217137203236711,9.501342724392902,n,t,z,d,a
e,6.98242219557409,f,t,e,f,s,c,w,5.974229406318263,17.94694015667718,n,f,f,d,u
p,15.313262467671754,f,k,w,f,e,c,n,19.40148146285496,18.23158118257429,w,t,e,d,a
e,8.302896411698942,f,t,u,f,x,c,w,6.57364746734192,5.9806047950786985,w,f,f,d,u
p,4.741966986120076,x,d,n,t,x,c,w,5.23243181201618,10.388558133566617,e,f,f,d,a
e,1.4683524589769488,s,w,y,f,f,f,f,5.1075265957516205,0.7192541443087812,n,f,f,d,u
e,7.83145373870645,x,h,n,t,p,c,w,7.26546418763587,18.97576024806383,n,t,p,d,u
e,7.117058651072318,f,s,y,f,a,c,w,5.990308689237173,19.13488700893176,w,t,r,m,u
p,10.056444661826228,p,h,n,f,p,c,y,13.612482088872454,15.521968807648628,n,f,f,d,a
p,5.653487129108006,f,e,y,f,x,c,y,5.71921685747754,16.91836478121719,y,f,f,d,u
e,9.074203884343099,x,s,k,f,s,d,w,6.011311115753676,13.740737274733581,g,f,l,d,a
p,3.0890877149284384,b,t,n,f,a,c,n,5.922083614002493,4.5185974973892185,n,f,f,d,u
p,7.050295606047317,s,t,y,f,d,c,w,8.412407572661564,12.665611226396871,y,t,f,d,a
e,7.723268950791992,f,t,b,f,a,c,b,5.425224926060993,11.910482169540357,w,t,f,d,a
e,8.295181985436184,x,e,n,t,p,c,y,11.257564377967292,37.27284291611747,n,f,f,d,u
p,2.0169015682610985,b,y,w,f,a,c,w,8.039895373673115,3.9702969925156704,w,f,f,g,u
e,6.9075704687483785,x,h,b,f,x,c,b,5.066969779405683,18.78661730661606,w,f,f,d,a
e,3.379555008320157,s,l,g,f,f,f,f,5.767816863920184,50.487028465436985,n,f,f,l,u
e,11.48838946467127,x,g,w,f,a,c,w,15.730904258660344,4.862494247937558,w,t,g,d,u
e,5.225335061920351,f,t,e,f,d,c,w,4.407518347701743,12.350328113046007,y,f,f,d,u
p,2.2533793016203547,x,d,p,f,d,c,e,4.446616833902102,-0.7832659645901883,e,f,f,d,u
e,17.61724986322524,f,y,w,f,a,c,w,19.50619142563339,30.68018591623799,n,t,m,m,u
e,7.097211097516572,f,t,u,f,s,c,u,5.366843387854331,15.076618789758854,b,f,f,d,a
p,0.912644587882286,s,t,y,f,a,c,w,6.362105718631149,1.756357678041108,y,f,f,d,a
p,7.970767583528504,b,s,r,f,e,c,n,7.506436179652813,8.949860532598535,w,t,p,m,u
e,7.694304974849203,x,g,n,f,e,c,w,6.556972702334594,14.805512997886282,w,t,l,d,a
p,4.724230446767125,x,s,w,f,s,d,f,6.941259852008612,14.323461771441949,y,f,f,d,w
p,5.404941457466487,s,g,e,f,x,c,p,4.09254979818979,3.1635958503908617,g,f,f,d,u
e,12.867674583716383,f,y,w,f,a,c,w,22.923518962966646,28.20325659089302,n,t,m,m,u
p,3.331169654761879,x,t,n,f,a,c,w,5.948153371321922,5.10827627047818,y,f,f,d,u
e,1.290098930985716,x,g,n,f,a,c,w,4.851612692081082,0.82856674128358,n,f,f,h,u
p,1.1758874298353565,x,g,n,f,d,c,n,4.224584114614343,2.4305708714208696,n,f,f,h,u
e,9.34032140964079,f,s,b,f,d,c,b,5.233254167191196,8.959681412605681,n,f,f,l,a
e,2.7594683761241403,x,y,y,f,a,c,w,5.447700426756997,5.219232144900715,y,t,r,d,u
p,2.297550811881318,b,y,n,f,a,c,g,11.446300350618055,3.819740200980644,w,f,f,g,u
p,2.450518913058399,x,t,y,f,f,c,w,5.402915442991871,5.748914365554415,w,f,f,d,u
p,7.587639539782809,f,s,w,t,d,c,p,5.833969670056842,12.465496914466973,n,f,f,d,u
e,8.242369421503323,s,t,y,f,f,f,f,5.3048693975307,33.29929584926282,y,f,f,d,u
p,7.187893864262564,x,t,r,t,d,c,r,4.945719689977902,17.835432393636278,r,f,f,d,a
e,18.571990129609343,x,h,r,t,a,c,w,12.560244642917452,20.5828483453801,n,t,f,d,a
p,8.317960270925811,f,s,n,f,e,c,k,6.188732170813244,14.900067983340202,w,f,e,d,a
e,8.936103793047705,x,t,g,f,a,c,w,5.083173781924411,26.675535617536756,w,f,f,d,w
p,6.771173907203707,x,i,n,f,a,c,w,6.914682790524154,3.4899446432326906,n,f,f,h,a
e,6.574722914323891,x,s,y,f,d,c,o,6.894733123672142,14.290846472293014,y,f,f,d,u
p,6.0023438047966176,x,d,e,f,x,c,y,5.782444702598655,14.12891097312351,o,f,f,d,a
p,7.388390919056555,f,h,k,f,s,d,n,5.541126377820207,12.499590485439494,n,f,f,d,u
p,7.387842136176496,x,t,w,f,e,c,w,7.721511618444686,15.293868327305214,w,t,g,d,a
e,6.865449684843076,f,l,b,f,s,f,f,7.741115073725698,10.618578370147592,n,f,f,l,a
p,10.125337992584651,x,t,p,t,x,c,p,7.771129954961143,22.093238825578045,p,f,f,d,a
p,2.246323647387201,x,i,e,f,a,c,e,6.262065497049383,3.9990215839414884,w,f,f,g,u
p,3.338951815223563,c,e,b,f,x,d,w,5.560219404027108,3.859458317308073,w,f,f,l,a
p,0.784345533937528,b,g,n,f,a,c,g,5.089026301820044,1.8758742045537025,n,f,f,d,u
e,2.712051330658181,x,g,b,f,a,d,w,4.840682692293641,6.6217711277926545,w,f,f,d,a
p,0.8460994096040616,b,k,n,f,a,d,n,3.4549655025539368,2.653097552419269,n,f,f,d,a
p,2.8553906790544707,x,h,n,f,a,d,n,7.019097151783332,7.685616346347571,n,f,f,g,u
p,0.44249585394806223,b,i,k,f,a,c,k,3.992680375909929,4.60506987818247,w,f,f,g,u
p,0.6971929429577884,x,t,n,f,a,c,k,4.7172970009905475,1.4283273716339029,w,f,f,g,u
e,6.50947455745073,x,t,n,f,f,f,f,7.479790128241386,16.593978029914418,w,f,f,d,a
p,8.380074135679509,x,e,g,f,a,c,k,7.0293388298770685,13.123471171358064,w,t,z,d,w
p,3.892181662161814,o,w,y,f,f,f,f,4.862880409621572,55.50627765393297,n,f,f,d,u
e,7.463479735949829,x,g,w,f,e,c,p,14.107637163682732,13.888383930981258,w,t,l,d,u
e,7.321875447343484,x,y,n,t,e,c,w,8.163339013601405,13.891352922134834,w,t,l,w,a
p,6.248475245995716,x,s,b,f,a,c,w,6.629438676746994,5.265796694218912,n,t,z,d,a
e,16.18573082985899,x,k,n,f,s,c,w,10.115178809625096,28.631040787148514,n,f,f,d,w
p,6.844883657023471,p,t,n,f,a,c,k,10.109510480939067,12.538517956081401,y,t,z,m,s
e,7.549643388535083,o,t,n,f,f,f,f,4.4175579084742616,24.155535184687803,n,f,f,d,u
p,7.575032851491151,o,t,e,f,f,f,f,4.781469280078315,33.20488929114261,n,f,f,d,u
p,0.813918075325333,b,g,k,f,a,d,g,4.367112692004298,2.4056929599780874,w,f,f,d,w
p,3.9291621817692874,b,s,w,f,s,c,r,6.729738575602396,7.657522016124071,w,t,z,m,a
e,14.518008285141631,p,s,w,f,e,c,k,25.317882924154002,29.003548256534728,w,t,r,m,a
e,15.07334026049609,p,t,n,t,a,c,g,11.196810310578424,18.93913834287738,w,t,l,d,u
e,7.205342608017867,s,t,p,t,d,c,b,5.369462807349014,14.319967525332451,w,f,f,d,a
e,8.503007774251344,s,t,p,t,s,c,g,5.467259700630684,26.39440040155614,w,f,f,d,u
e,7.920309571178729,x,y,y,f,e,c,w,9.971900311745516,13.414665825591573,y,t,e,d,a
p,4.092614431340967,x,k,y,f,p,c,r,7.1991789941522875,12.581465375004528,y,f,f,d,u
p,10.058252094859554,f,k,n,f,s,c,n,5.42438880244608,28.719402311690004,n,f,f,d,u
p,11.340911732850659,x,k,w,t,a,c,w,5.63431107120108,13.484029368695879,n,t,e,d,a
e,7.031758341998919,x,h,n,t,p,c,n,9.623090029704132,16.50142589655897,n,t,p,d,a
e,3.8867391506804094,f,w,e,f,a,c,e,4.819052049516116,4.388933100558176,e,f,f,d,a
e,3.7861282112469192,x,t,n,f,a,c,n,6.8626432535847215,8.15746285138539,n,t,l,d,s
