class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-color,has-ring,ring-type,habitat,season
p,4.13840966042587,x,i,e,f,a,c,p,5.308794907461228,6.527348639821401,e,f,f,d,u
p,7.865374595475472,x,d,n,t,d,c,n,8.063664090433281,12.056116528372971,n,f,f,d,a
p,11.371494425927006,x,e,n,f,p,c,y,9.189459452906329,24.28837861136065,o,f,f,g,u
p,2.7184080090257687,x,h,e,f,a,c,e,6.748468264744179,7.392907784156765,n,f,f,d,u
e,6.607122787542636,s,d,y,f,d,c,o,4.775195188244791,33.962536732764214,n,f,f,d,u
p,6.3714214366776885,o,t,g,f,f,f,f,-0.14916091391104114,14.519396626191512,g,f,f,d,a
p,5.073583310749626,x,g,n,f,a,c,w,3.961649399224309,4.9135423078320395,n,f,f,h,a
e,4.23394386035862,p,h,n,f,e,c,k,6.531991054336423,7.5623421015609384,w,t,e,g,s
e,5.99663146302388,x,t,n,f,a,d,n,6.9411895204316005,5.670768281640418,g,t,l,d,w
p,4.847840047056659,x,h,n,f,s,c,n,7.238535207331093,6.4710705007017655,w,t,z,d,u
p,6.97954801905678,x,i,n,f,e,c,n,6.676212680505454,16.124500721460702,w,t,l,g,u
e,9.366671900350182,f,t,y,f,x,c,w,6.176247847248301,16.176348375822755,w,f,f,d,a
p,3.622901468040552,x,i,e,f,a,c,e,5.492097843976838,6.470179399208512,n,f,f,h,a
p,10.528480196857302,f,y,y,t,a,c,n,11.275094437934916,17.15462252030263,w,f,f,d,a
e,7.584086141551466,f,t,n,f,p,c,y,5.968251120063066,15.48788982224658,n,f,f,d,w
p,6.484930697606696,x,w,p,t,d,c,n,6.694066496315019,10.840355606005229,n,f,f,d,u
e,15.80083106701204,f,e,n,f,x,c,w,8.437427207541653,22.49421351713103,w,f,f,d,a
p,6.6063856534154315,f,k,n,f,d,c,y,4.8325310727464785,6.831354701835952,y,t,f,d,u
e,7.574318595830165,x,y,n,f,e,c,w,5.744556349929755,12.82200114497124,w,f,f,d,u
p,3.6355531818091458,x,i,l,f,a,c,p,4.753555882872256,5.044290034700984,w,f,f,g,a
p,4.154944020585145,b,t,n,f,a,c,g,5.934343577998297,5.6208399710394135,n,f,f,d,u
p,3.6147516922955716,x,s,o,f,d,c,o,5.201406367222863,5.400288193309934,y,f,f,d,u
p,13.083600046245142,f,y,n,f,e,c,w,12.629649831759021,16.372266269496823,w,t,g,d,a
p,3.7221240419277795,f,w,n,f,a,c,g,8.221322815054908,6.627739943154844,w,f,f,d,a
e,3.701823857089765,f,d,b,f,x,d,w,5.024300635476706,6.452648090938412,y,f,f,g,a
e,6.9001557800272355,s,t,y,f,a,c,w,5.058020685137416,15.51452806043248,w,f,f,d,a
e,7.7267303042985365,f,t,n,f,s,c,b,5.069358445485517,13.361247980843997,u,f,f,d,a
e,3.0584119123861004,c,g,n,f,a,c,g,5.382047094894676,7.018522889053059,g,f,f,d,s
p,5.811346544956214,x,g,e,f,a,c,e,5.292582569338669,5.87039928270058,e,f,f,d,a
e,5.23989435436279,x,h,n,f,a,c,k,6.118030901134292,5.9591233835679756,w,f,f,d,u
p,4.38683689948923,b,g,n,f,a,c,p,6.274090150540392,6.274751506714704,w,f,f,d,a
p,5.93015010895633,f,d,n,f,s,c,y,4.805881743352526,6.1490023058628305,n,f,f,d,a
p,44.79429978028464,o,s,y,f,p,c,y,6.055756850399232,18.279286806483565,k,f,f,d,u
p,5.7341767721376575,x,t,n,f,s,c,n,5.639854644329629,7.422723700029149,n,f,f,d,a
p,5.444719685670222,x,k,n,f,d,c,n,4.521034882375488,5.4932559243393975,n,t,f,d,u
p,9.139767584549283,f,t,u,f,x,c,n,6.027750577705314,15.60750242128726,p,f,f,d,a
e,49.87198340740065,o,y,n,f,p,c,y,6.728163210401172,24.272633687339116,y,f,f,h,u
e,10.512124983396369,s,t,g,f,a,c,w,5.470797803385712,19.1422532599331,b,f,f,d,a
p,3.7316899101471384,s,t,n,t,d,c,w,6.062110614675019,4.7320947377529485,y,f,f,d,u
p,15.853904014536054,p,t,w,t,e,c,w,11.04869343769551,15.50949653477147,w,t,g,m,u
e,8.511679278378244,f,i,n,f,e,c,p,5.837224818152918,13.53515483720563,w,t,l,d,a
e,6.9181289200418155,f,t,n,f,x,c,w,8.07555857675516,8.634366523489634,w,f,f,d,a
p,4.770838653647446,o,s,n,f,a,c,f,4.778852216905932,4.997231297885376,y,f,f,d,u
p,9.508307405852763,s,t,g,t,d,c,b,5.744095751255328,12.890701214897405,n,f,f,d,a
e,7.056686867548273,f,t,y,f,x,c,n,6.29744388273213,10.479661216411312,w,f,f,d,a
e,6.7845881081257176,x,y,n,f,e,c,w,11.263524633211695,12.494716241608332,w,f,f,d,a
p,11.407989949648053,x,t,n,t,p,c,y,9.388125357918366,30.132938448307065,n,f,f,d,a
e,5.556051812237748,x,s,w,f,d,c,w,5.480888204418031,7.555340087823951,w,f,f,d,a
e,3.6629740217112197,f,s,g,f,d,c,w,6.210904410296634,7.7105419105334985,w,f,f,g,a
e,6.778042179161192,f,t,y,f,a,c,w,5.777922933728102,16.266710223456414,g,f,f,d,a
e,7.4002886198142335,f,h,o,f,s,d,y,6.095583093929724,11.976427623407766,n,f,f,d,a
p,8.492712834273693,p,t,n,f,p,c,y,10.175307962801435,30.14620263156692,n,f,f,d,a
p,1.5311302305163417,x,i,w,f,a,c,p,4.08793128839896,6.204879018517704,w,f,f,g,u
p,7.150039669918121,f,s,n,f,s,c,y,6.170254066492519,16.811045916257957,y,f,f,d,a
e,8.636534324809455,x,h,n,f,e,c,n,5.340427516330092,12.492921359605873,n,t,l,d,a
e,5.865897982223218,x,t,y,f,a,c,w,6.832273798567295,12.835885961549323,w,f,f,d,a
p,19.78792454702044,x,d,e,f,p,c,w,8.671178409549196,51.68366788109325,w,f,f,d,u
e,6.982409788279022,x,h,y,f,a,d,n,6.601465445107686,12.508119992857335,g,t,l,d,a
e,7.755069610766485,x,t,n,t,a,c,w,8.700427712655886,17.45983514331674,w,t,p,d,a
p,4.6265307537924745,f,y,w,f,e,c,n,5.479158855275906,12.19464195399568,w,t,e,d,a
p,6.250509145050901,x,t,y,f,x,c,y,6.05366192859012,14.038404587621867,w,f,f,d,a
p,5.824439317731821,f,t,g,f,a,c,f,4.117717445972194,8.100801526653502,g,f,f,d,u
p,3.265493098782825,x,t,w,f,d,c,p,5.343686432655046,5.686130528281732,w,f,f,d,a
p,13.837254066476845,f,t,n,f,e,c,w,10.484451546381997,16.160743733336584,w,t,g,d,u
e,9.96147385206794,s,e,n,f,x,c,w,6.968397097875829,21.45237141901839,w,f,f,d,a
e,9.621828139324686,x,s,n,f,e,c,w,8.698469266686441,9.888173695265342,w,f,f,g,u
p,2.3506524615234854,b,h,n,f,a,c,n,6.423305235167953,5.710131035401295,y,t,z,d,a
p,3.7447029939679943,f,t,y,f,x,c,n,4.690377908605279,7.075228145407518,w,f,f,d,a
p,4.622414898740924,o,t,w,f,f,f,w,5.846058354976815,30.425884534578422,n,t,f,p,s
e,3.563135167737962,x,d,n,f,p,c,y,3.6177404943218185,7.418816422121637,o,f,f,h,w
p,7.672013636399055,f,w,p,f,s,c,p,5.322488642828162,9.90238555372061,n,f,f,d,w
p,6.7669932970390025,f,t,y,f,x,c,w,5.978056638940409,8.445286273234794,w,f,f,d,a
p,4.901931450148567,o,t,o,f,a,d,w,-0.14387481981693542,-0.43134271766455834,g,f,f,d,w
e,14.059117975181902,x,h,n,f,p,c,y,12.730051735679107,22.664701114615873,n,f,f,d,a
e,10.689958845373953,f,t,n,f,a,c,w,11.805092464368933,19.81194392088144,w,t,g,d,u
e,9.380518454272668,x,t,n,f,e,c,w,7.616352630321298,12.216582600307467,w,t,l,d,a
e,4.991081100279992,f,t,n,f,a,c,w,7.432599242389752,8.626272588565442,g,f,f,d,a
p,10.382180034646534,x,t,y,t,p,c,e,10.747332662853324,22.538421639158702,u,f,f,d,u
p,5.388399895168551,x,k,y,f,a,c,n,3.8230906614784486,5.928514177866466,n,f,f,d,u
p,9.357848191823155,x,t,o,t,d,c,o,5.606250492457493,13.038588490767207,w,t,f,d,u
e,7.087679444742387,f,t,u,f,a,c,w,4.983041593269979,16.53303998917328,w,f,f,d,a
p,3.8483180507846444,b,s,n,f,a,c,g,8.086211502446782,7.9314805112693865,y,t,e,g,u
p,7.938425461695564,x,g,e,f,e,c,w,7.776400745119379,13.835697422009599,w,t,p,d,u
e,8.635988963101163,x,y,n,f,e,c,w,5.463034748010567,12.318019270855869,w,t,f,d,u
p,4.553432160087252,x,g,e,f,a,c,w,5.339372442631537,6.881851222093762,n,f,f,d,a
p,6.432767608710634,p,t,n,f,a,c,g,2.1938298207171205,15.600496588389941,n,f,f,d,a
e,9.941838508022578,s,t,w,f,d,c,w,5.056775537474561,14.10685982273786,w,f,f,l,w
p,4.743111201773516,f,t,y,f,x,d,y,6.043611460156713,7.322046856061531,y,f,f,d,u
e,4.2854888010787215,b,g,n,f,a,d,w,5.993633470024431,6.768336754078672,y,f,f,d,a
p,4.522005685077571,b,y,l,f,s,c,g,5.599696956540668,9.303457665183748,w,t,e,d,a
p,4.286247742507077,x,g,n,f,d,c,y,5.085391244680119,4.412268302305849,n,f,f,h,u
e,5.585760990828595,c,y,n,f,f,f,f,7.3812496148520035,14.52133853512022,n,t,f,d,a
p,5.212961316056226,x,i,k,f,a,c,n,1.8259535512411293,7.323257914406984,e,f,f,d,a
e,10.098035203806987,f,t,b,f,d,c,w,4.567628142678383,12.900704812666053,w,f,f,d,w
e,15.623515293860205,o,t,y,f,f,f,f,4.008827732968747,26.956138020940866,n,f,f,d,s
p,11.168584124457112,x,y,n,f,p,c,y,12.006387068666116,24.025911023029167,n,f,f,d,u
e,6.388625967272761,f,s,b,f,x,c,w,7.491303133191994,11.232111514426647,n,f,f,l,u
e,9.758711478273652,f,e,u,f,d,c,w,4.852445470948576,18.15369519551923,w,f,f,d,a
p,8.885826487599495,x,s,w,t,e,c,n,5.977453119060921,18.446312725563068,w,f,f,m,a
p,5.532497889994081,s,t,n,f,d,c,w,5.399725260241764,7.5094579870196245,w,f,f,d,a
p,5.433824001294841,x,y,e,f,a,c,w,7.482245578931584,6.114773999806939,n,f,f,d,u
p,5.223238219717965,f,t,g,f,d,c,y,4.985474552098265,7.908562655599771,n,f,f,d,a
e,9.108684010558338,x,t,n,t,p,c,g,8.952461208500736,24.585272281393244,w,f,f,d,u
p,8.9025265644184,b,g,w,f,a,c,w,11.05097003430491,14.850100125577391,w,t,e,d,a
p,11.737023022682827,x,e,n,f,p,c,y,8.204064687660498,20.586098130836312,y,f,f,d,u
e,7.065813267946375,x,d,y,f,p,c,y,7.219314106136306,15.20140346102875,y,t,f,d,a
p,4.3755411199791885,f,g,n,f,a,c,y,6.0983390183852375,5.770248900057656,n,f,f,d,a
p,4.0754825212552515,f,t,p,f,a,c,w,5.198833833908918,5.624312873696218,w,f,f,d,u
p,4.4222445178687515,x,y,o,f,a,c,e,4.7547673725691935,5.253982641754983,n,f,f,m,a
e,4.377427751524211,x,t,y,f,d,c,w,7.274562448604685,6.958269412597658,y,f,f,d,a
e,7.786933687227217,x,t,n,f,a,c,w,7.026383519941165,13.644557122431014,w,f,f,d,a
e,8.676283655118327,x,i,n,t,x,c,p,8.802274817683188,14.92063773722942,u,t,p,l,u
e,3.857068400907273,f,d,e,t,d,c,w,4.339984201857724,7.126579148661438,e,f,f,d,u
e,11.981631078217902,f,t,b,f,a,c,w,11.927211543622306,16.71645662378696,w,t,f,d,u
p,5.047051965964006,b,w,k,f,a,c,f,5.619220990372846,1.5631109220580803,f,f,f,d,u
e,4.436906404207208,f,g,w,f,x,d,p,5.33731585802347,6.433143731709802,n,f,f,l,u
e,5.237408949953781,f,t,p,f,e,c,w,4.709410242775284,7.715618182495522,w,t,e,d,a
p,3.5371453073040993,f,l,n,f,x,c,n,4.985857702336889,8.65959914607673,n,f,f,d,u
p,4.7662940006569885,x,d,o,f,d,c,o,4.532042525821896,6.586567266589894,y,f,f,g,u
e,3.938563169714062,s,g,n,t,d,c,p,4.46650801832147,6.198107665118846,n,f,f,h,u
p,3.0998138200846137,s,w,g,t,d,c,p,4.544395416712478,5.687544370020177,n,f,f,d,a
p,3.82313209132849,x,g,n,f,d,d,w,5.194978990126529,6.754488933609598,n,f,f,l,u
p,10.879987607647971,x,t,n,t,p,c,n,7.68125457847828,21.33214400946807,n,f,f,d,u
e,52.82871715034407,f,y,y,f,a,c,y,7.316121202327891,21.962330775441,n,f,f,d,a
p,5.985483732904635,f,g,e,f,a,c,p,6.681709447783775,6.370277129346768,n,f,f,l,u
p,4.136951513030799,f,t,r,f,a,c,y,4.956943494373542,6.080949296821574,y,f,f,m,a
e,2.777167904687869,x,s,o,f,d,c,o,5.158114410231789,7.326716603261877,o,f,f,g,a
p,5.372299338302998,x,t,o,f,d,c,o,3.9875045455786973,6.196930422579774,y,f,f,g,u
p,2.1890942404066345,f,g,y,f,a,d,e,5.32511843430833,7.2432184257352725,n,f,f,g,a
e,8.280635249533642,x,y,n,f,e,c,p,5.694335039922903,10.110854480629486,n,f,f,d,u
e,10.698956771014643,f,e,b,f,d,c,n,7.863089430742087,24.458536916308645,w,f,f,d,u
p,3.4833713459940743,f,l,n,f,x,d,y,8.01528744649875,4.379413527357729,y,f,f,l,a
p,11.526922142369513,s,t,n,t,s,c,u,10.827597416118914,28.253894756877976,y,f,f,d,a
e,9.795314592108744,s,t,n,t,d,c,w,6.409116879027875,14.761756922669468,w,f,f,d,u
e,9.152071129008776,x,t,r,t,d,c,y,5.581485733906442,14.885988623235782,w,f,f,d,a
e,5.63857433042337,x,t,y,f,e,c,w,6.370773936637529,8.151344074174192,w,t,g,d,a
p,7.365060512616188,x,i,n,f,a,c,n,12.95864794831102,11.016315105156027,n,f,f,d,a
p,11.275072566113739,x,e,n,t,p,c,o,7.240450710053353,31.248609332347662,y,f,f,d,u
e,9.050660365753412,x,t,n,f,a,c,w,9.373062884201461,15.823895036998833,w,t,g,d,u
e,6.3002728532381695,x,t,w,f,a,c,n,4.444266474271573,7.191153470156792,y,t,f,d,a
e,3.799105912473109,o,l,g,f,f,f,f,5.116520121829469,7.382766822560127,g,f,f,l,u
e,2.684165282437956,f,h,n,f,a,c,g,5.276337390060217,5.214001397800364,w,f,f,d,a
p,4.749154673191671,x,t,o,f,a,d,g,4.250665756115418,7.048276067994721,w,f,f,d,a
p,5.575928392510419,b,t,l,f,s,c,g,7.893481448405814,8.349319936234451,n,t,e,d,a
e,8.414312095172667,x,s,w,f,s,c,w,6.818931790653597,30.688032858031043,w,f,f,m,u
e,4.363617786385794,f,g,n,t,a,c,y,5.51698641444566,5.763178358851842,n,f,f,l,u
p,7.611251874436343,x,t,e,t,x,c,w,9.11194672025115,10.88053764379638,n,f,f,d,a
p,4.188106566931944,x,t,n,f,x,c,p,7.435575056180608,7.97742448128523,w,t,f,d,u
e,10.14921367509884,f,e,b,f,a,c,b,5.608714587911429,17.08854483359652,w,t,f,d,a
e,6.206992071558459,o,s,k,f,s,c,f,6.175014680722541,13.377370951155264,g,f,f,d,a
p,5.628872186393635,b,y,n,f,s,c,n,6.002714120319556,7.114672074528295,w,f,e,d,a
p,4.700185908347891,f,i,k,f,a,c,p,4.812811401814413,5.853371164798663,w,f,f,g,a
e,6.875353851400617,x,s,n,f,x,c,w,10.783219739366968,12.568205282661605,n,f,f,l,w
p,0.3364358065287134,p,t,n,f,a,c,g,5.316392154402777,5.235513106740007,y,t,f,m,u
e,4.41554505120914,x,g,g,f,a,c,g,4.688971292438151,4.430207092676332,w,f,f,d,a
e,5.098429038833467,p,y,w,f,e,c,g,4.4895691692592115,12.473809776257994,w,t,e,m,u
e,2.8118916861991305,s,y,n,f,a,d,p,6.421527869483667,7.967496810410362,n,f,f,h,u
p,10.484257412783228,x,s,n,t,x,c,n,7.943353710336176,16.981490443366777,p,f,f,d,a
e,5.047978074324922,x,k,n,f,p,c,n,4.508678300983875,6.888136925349214,n,f,f,h,u
p,4.915257703565026,x,s,o,f,d,c,y,4.370808489315766,6.937051772745451,n,f,f,h,u
p,3.1342976147344532,f,d,n,f,x,c,w,5.093253826542174,6.434564772736786,n,f,f,d,u
e,7.407397008708824,x,t,y,f,p,c,y,9.271235881835802,14.482756387444148,y,t,f,d,a
e,5.22198646354859,x,y,n,f,p,c,p,4.36020809747293,7.22062033007117,n,f,f,h,u
e,5.181491140791316,x,t,g,f,d,c,y,5.467891759719365,8.060810681332143,n,f,f,d,a
e,9.919001831599877,p,t,n,f,p,c,y,7.057504050611136,12.977738571656404,n,f,f,d,u
e,6.975668118494532,x,y,n,f,e,c,p,5.680015760665928,9.549870459720852,w,f,e,d,u
p,12.734068235767943,f,d,k,f,d,c,w,4.442347275979997,25.092770603181044,n,f,f,d,u
p,7.086225808422085,x,t,r,f,a,c,w,10.326153322711702,8.655109103687131,w,t,p,g,u
p,3.7385022257336966,x,t,y,f,d,c,w,4.686896388621623,7.552799537980742,y,f,f,g,a
p,4.43864327536861,s,d,u,f,d,c,y,5.429727897794783,6.975117078123016,y,f,f,h,u
p,10.64715653225343,o,t,e,f,f,f,f,3.8823167233660456,24.061231777056566,n,f,f,d,s
e,4.081962516117322,f,y,n,f,a,d,p,5.627869555844248,5.696714657831276,n,f,f,h,u
p,5.798542227520443,b,t,e,f,a,c,w,5.281613989339109,10.143095011631686,y,f,f,d,u
e,13.429809278811144,x,s,w,f,f,c,w,4.519328228783673,23.702185145200414,w,f,f,m,s
p,8.30197903671308,x,t,n,f,p,c,y,4.833341076749395,16.9001566991616,n,f,f,d,a
e,5.508419870892651,f,s,n,f,s,c,w,5.801569993595046,9.815330716675268,n,f,f,d,a
p,8.830238272330336,f,t,r,t,d,c,n,5.27618551893856,14.13830209274252,w,f,f,d,a
p,7.549537953910403,x,t,y,f,x,c,n,11.40459502869264,12.883882590538706,w,f,f,d,a
p,5.335024986297913,f,t,b,f,x,c,w,5.948802473470385,5.871905471606564,w,f,f,d,a
p,4.034140033041366,o,t,w,f,f,f,f,6.864119579148258,31.728482136706543,w,f,f,d,u
p,4.601546020533493,f,k,w,f,x,c,p,3.7657641563202713,6.9228799810404595,n,f,f,g,u
p,5.327307529957719,b,t,n,f,e,c,w,9.262348020993592,6.787265100947255,w,t,f,d,u
e,9.607425789249136,x,t,e,f,x,d,w,11.119759494369948,18.351474230194384,w,t,f,d,u
e,6.432523636741498,x,s,y,f,f,c,y,6.36173580690803,11.298962530217109,o,f,f,g,a
p,11.760104807296608,x,t,n,f,x,d,w,7.3624774065410925,21.285019829824098,w,f,f,d,a
e,8.981191761315106,f,t,n,f,a,c,w,7.285710086288982,13.115255709889338,w,f,g,d,a
e,5.739664539871233,x,h,n,f,a,c,n,6.80551035846786,7.052268786887472,w,t,l,d,u
p,4.339170511188792,x,g,y,f,d,d,n,4.4801823310192255,6.84335629417567,n,f,f,h,u
e,5.723925413132328,x,t,y,f,s,d,y,6.3436422708593785,12.69865586660776,y,f,f,d,a
p,10.551253070322733,s,t,n,t,d,c,n,8.631071016012264,15.515304210621629,n,f,f,d,u
e,6.753894096357221,f,y,w,f,e,c,p,5.084454787445383,12.732944804103585,w,t,e,m,u
e,5.990620079270341,s,w,y,f,f,f,f,6.504792543318802,15.953223854496304,y,f,f,d,a
p,8.19063516709009,s,w,p,t,d,c,n,5.83771353600198,12.688503078088923,p,t,f,d,u
p,4.420229547154648,f,t,p,f,x,c,w,5.995719206136056,5.883503586067064,w,f,f,d,a
p,7.887264587717183,x,s,y,t,x,c,n,6.707763562810413,13.758191536289534,w,f,f,g,a
p,4.647406903727701,f,l,e,f,x,d,y,6.591270424450523,4.401513065596495,n,f,f,l,u
e,8.734427946455641,x,h,n,t,p,c,y,8.87999172615246,24.361353488434567,y,f,f,d,a
p,4.712854703562494,f,s,o,f,d,c,f,5.177618492185519,5.509524991443247,y,f,f,g,a
p,4.186979291341096,x,s,y,f,a,f,y,5.61432837477266,3.4819528709869756,o,f,f,g,u
e,9.498779515754258,f,s,w,f,e,c,n,7.751076315929604,16.458247360987027,w,f,r,g,a
e,7.088144664452518,x,t,n,f,a,d,u,7.43072237796602,7.970231184808765,w,f,f,d,u
p,4.519804969512633,o,s,g,f,f,f,f,-0.3850083418831053,0.33851068581811283,f,f,f,d,u
e,3.5336206410989206,f,g,n,f,d,c,w,5.219226305572033,5.571472883117291,y,f,f,g,u
p,4.0764159660462695,b,t,n,f,a,c,n,5.293780949222766,6.587976126621969,y,t,e,m,w
p,7.761995129018475,x,t,g,f,d,c,w,4.988583308426511,14.58357713437155,n,f,f,g,a
e,14.93789469265027,o,y,y,f,p,c,y,5.684107842678223,33.62956575073418,n,f,f,d,s
p,4.220886293952575,b,k,n,f,a,c,n,5.03956541771938,6.352442739242478,n,f,f,h,a
e,13.836339102798785,s,k,w,t,d,d,n,8.17820802612003,23.202177696689557,w,f,f,d,w
e,6.465917326156988,x,y,l,f,x,c,w,4.639625030122765,9.993290453463361,w,f,f,d,a
p,5.919560509559855,s,t,n,t,d,c,w,5.858415336721234,7.194503105862953,n,f,f,d,u
p,2.3451347994094105,f,t,g,f,a,c,g,5.301457418631604,6.253814975859823,g,f,f,d,a
p,10.512774351531172,p,t,e,f,e,c,w,5.945454393635335,18.835177496185672,y,t,g,d,a
e,7.125785109271003,x,s,n,f,a,c,w,10.13884546279737,12.795852181652405,n,t,f,d,u
p,9.106813459550935,s,t,n,t,d,c,g,5.739564281666022,16.056763572551905,n,f,f,d,u
p,2.197774751230029,f,g,n,f,a,c,n,5.084488395688278,6.444399675757669,n,f,f,d,u
e,5.494716756321586,x,t,o,f,a,d,w,5.526052172822925,4.449948891958354,g,f,f,d,a
p,4.691423743777686,f,t,n,f,x,c,p,6.982964929971761,5.841425781919576,w,f,f,d,u
e,8.656463301383999,x,y,n,f,x,c,w,8.784807792448676,11.34833728406429,w,t,f,d,u
p,6.390769692349328,x,i,y,f,a,c,n,6.830879659397525,8.7763484034295,w,f,f,d,a
p,5.673580327187239,x,e,e,f,a,c,y,7.995724525922692,8.111743382248694,n,t,z,d,a
e,5.4100753609623,x,t,y,f,x,c,n,6.73744900530283,12.16150807195995,w,f,f,d,a
e,6.950756932069133,x,h,n,f,a,c,y,4.7811416788674705,8.149305943890564,n,f,f,d,u
e,7.487771234390009,x,s,n,f,e,c,p,4.540058123424035,11.567609487744086,w,t,r,w,u
e,9.861208783294417,x,t,n,t,a,c,w,9.102571061012593,16.049874824725446,w,t,g,d,a
e,4.501449338897032,x,k,e,f,a,c,e,5.264392585916257,7.695870772724177,e,f,f,d,u
p,10.755239791463728,f,t,r,t,d,c,n,4.302931692795475,14.439641481798127,n,f,f,d,u
e,6.441985363488699,x,h,y,f,p,c,y,7.26861679798686,15.318764681355784,y,t,f,d,a
p,3.1817828368622623,x,h,n,f,x,c,w,7.961107013244074,7.277971335269495,n,f,f,d,a
p,4.85345037780173,b,t,k,f,a,c,w,4.700579950427357,5.089610913512921,g,f,f,g,a
p,6.412295249558046,x,h,y,t,a,c,y,6.192193429122387,9.893115002184476,e,t,z,d,a
p,13.884224526093382,s,t,n,t,d,c,n,6.978906134132839,26.521738687103046,n,f,f,d,u
e,6.843557774637375,x,t,y,f,a,c,w,5.607477232914726,13.382000408827466,g,f,f,d,a
e,4.726882792918245,b,g,n,f,a,c,g,5.3122558726279765,5.9585858631500725,w,f,f,d,u
e,9.824177465065455,p,y,n,f,a,c,w,14.80517599357125,22.80167653057827,n,f,f,d,u
p,4.3250620137406735,b,s,o,f,a,c,y,5.0427901135396045,6.36036973916457,n,f,f,d,u
e,4.428073718154681,p,y,g,f,e,c,k,7.001248532817231,10.085492490280224,w,f,e,d,u
e,7.7284310820568525,x,t,w,f,a,c,w,4.967440743796962,11.49020060592596,w,f,f,d,a
e,6.872055121757319,f,i,r,f,x,c,n,5.115236129070096,12.298676404459766,w,f,f,d,a
e,5.071790109379624,f,s,n,f,a,c,y,5.5447649403984265,7.306835901971553,o,f,f,d,a
p,3.4777957386016807,f,s,o,f,s,d,o,5.109391497645573,7.91036863531895,y,f,f,d,a
e,5.420768618280638,x,t,n,f,a,c,w,6.403502510495008,6.976697790645055,w,f,f,d,a
e,9.415793542591405,x,s,n,f,x,c,w,7.984205262085349,14.281120224489422,w,f,f,d,a
p,14.090981518966998,x,d,o,f,p,c,n,9.803017907862921,34.742123854959324,n,f,f,d,u
p,9.286512853556923,x,t,n,t,x,c,o,7.688249322099266,17.785572234010168,u,f,f,d,a
p,3.852899506661874,f,t,u,f,x,c,w,5.551459848176775,5.583570364130988,w,f,f,d,u
p,4.254906951308709,b,t,n,f,a,c,k,12.210500288097263,5.667536384165793,w,t,f,g,u
p,3.400087771759373,s,t,y,f,d,c,w,6.621725486861053,5.826771062915777,y,f,f,d,u
p,10.382569990740322,x,e,y,f,p,c,y,12.820027608070143,21.704092255704737,o,t,r,d,u
p,3.7798435409987494,x,t,o,f,a,c,w,4.138199910275101,6.809336371509864,o,f,f,g,a
e,8.23909761458216,p,s,w,f,a,c,w,9.207224953112767,12.925096730115738,w,f,f,d,u
p,2.87593052192394,x,i,e,f,a,c,e,5.113774333356086,6.006498021136982,e,f,f,d,a
p,5.461208087900336,f,d,e,f,d,c,y,5.142605549153844,6.68437929826284,n,f,f,d,a
p,13.920862432925412,x,t,u,t,x,c,n,8.849609039787532,18.700823865933323,p,f,f,d,a
p,4.985056104845476,p,y,n,f,e,c,g,5.590575112373385,11.849458727678458,w,t,e,m,a
p,11.761099557608048,x,t,n,f,a,d,w,6.2733148715814036,31.189889647671098,w,f,f,d,u
p,4.222208833209969,x,g,e,f,a,c,w,5.569176296857053,5.711810075192663,n,f,f,d,u
p,9.254681857364993,x,t,w,f,x,c,n,8.992306489385523,11.790230268257638,w,t,f,d,u
p,3.5920380326887473,f,t,n,f,x,c,p,6.112418707146221,7.817359847611628,g,f,f,m,a
e,9.113386949562312,x,t,y,t,x,c,y,8.286723172533696,15.997756343709375,w,t,f,d,a
p,8.484481224813267,f,t,w,f,e,c,w,11.539637863800639,11.966600429555001,w,t,e,d,a
p,1.175725014837854,f,s,o,f,a,c,o,4.61172183208957,6.070324531029328,y,f,f,d,a
e,13.112372108344175,o,l,e,f,f,f,f,7.01709943679512,52.267462576131805,n,f,f,d,u
p,4.745581413517077,f,g,y,f,d,c,w,5.586071765880679,5.750348116888892,y,f,f,d,a
p,9.89525791037418,x,t,y,f,p,c,w,7.146938891215599,31.83540787437058,n,f,f,d,a
e,4.705002524815494,x,t,o,f,a,c,o,5.038821108539935,8.524163697433439,w,f,f,d,a
p,3.1490885897497547,f,s,w,f,d,c,w,4.301752926862349,6.465439052342216,w,f,f,g,u
p,9.303035137874216,x,t,n,t,p,c,n,9.174597264150357,17.339407094658277,n,f,f,d,u
p,4.056415123375536,f,t,y,f,x,c,w,5.230783760759385,5.594188722503368,y,f,f,d,u
e,12.213194652473247,f,t,n,f,a,c,w,5.142790159591117,23.844556937896105,n,f,f,d,a
p,4.685006177878227,x,d,e,t,d,c,n,5.351592608592653,5.397449079774471,n,f,f,d,u
p,8.951949926808362,x,s,n,t,p,c,o,7.6051773303421255,25.825423144197323,y,f,f,d,a
p,12.074082010722776,f,y,w,f,e,c,w,11.998328130521795,17.75564831891759,w,t,e,d,a
p,0.9612957274014031,b,t,n,f,a,c,n,5.94845881523922,7.205053060469422,y,f,f,g,u
p,6.23423991397835,s,s,y,f,s,c,o,4.717754975879266,12.757117655671603,y,f,f,d,u
p,4.504354245633368,x,s,o,f,e,c,y,4.977268821967833,5.093897833422335,y,t,f,m,u
e,8.992006875129704,x,t,k,f,a,c,w,6.2363067807331,17.374721016204372,g,f,f,d,u
